"","X","datetime","source","site","analyte","value","units","latitude","longitude","sample_depth"
"1367","...138301","'02/03/2010'","BROWARD","39","Ammonia_plus_Ammonium",0.025,"mg/l",NA,NA,0.5
"1368","...138307","'02/03/2010'","BROWARD","90","Ammonia_plus_Ammonium",0.264,"mg/l",NA,NA,0.5
"1369","...138319","'02/03/2010'","BROWARD","90","Ammonia_plus_Ammonium",0.277,"mg/l",NA,NA,0.5
"1370","...138336","'02/03/2010'","BROWARD","25","Ammonia_plus_Ammonium",0.276,"mg/l",NA,NA,0.5
"1371","...138341","'02/03/2010'","BROWARD","17","Ammonia_plus_Ammonium",0.027,"mg/l",NA,NA,0.5
"1372","...138351","'02/03/2010'","BROWARD","40","Ammonia_plus_Ammonium",0.032,"mg/l",NA,NA,0.5
"1373","...138364","'02/03/2010'","BROWARD","64","Ammonia_plus_Ammonium",0.131,"mg/l",NA,NA,0.5
"1374","...138374","'02/03/2010'","BROWARD","24","Ammonia_plus_Ammonium",0.211,"mg/l",NA,NA,0.5
"1375","...138392","'02/03/2010'","BROWARD","16","Ammonia_plus_Ammonium",0.188,"mg/l",NA,NA,0.5
"1376","...138401","'02/03/2010'","BROWARD","40","Ammonia_plus_Ammonium",0.026,"mg/l",NA,NA,0.5
"1377","...138405","'02/03/2010'","BROWARD","26","Ammonia_plus_Ammonium",0.299,"mg/l",NA,NA,0.5
"1378","...138418","'02/03/2010'","BROWARD","41","Ammonia_plus_Ammonium",0.058,"mg/l",NA,NA,0.5
"1379","...138433","'02/03/2010'","BROWARD","15","Ammonia_plus_Ammonium",0.168,"mg/l",NA,NA,0.5
"1380","...138443","'02/03/2010'","BROWARD","27","Ammonia_plus_Ammonium",0.362,"mg/l",NA,NA,0.5
"1381","...138457","'02/03/2010'","BROWARD","19","Ammonia_plus_Ammonium",0.183,"mg/l",NA,NA,0.5
