"","X","source","datetime","site","analyte","value","units","latitude","longitude","sample_depth"
"257","...165459","BROWARD","'07/19/2001'","25","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"258","...165467","BROWARD","'07/19/2001'","26","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"259","...165485","BROWARD","'07/19/2001'","32","Ammonia+Ammonium",0.128,"mg/l",NA,NA,NA
"260","...165488","BROWARD","'07/19/2001'","27","Ammonia+Ammonium",0.246,"mg/l",NA,NA,NA
"261","...165502","BROWARD","'07/19/2001'","32","Ammonia+Ammonium",0.133,"mg/l",NA,NA,NA
"262","...165511","BROWARD","'07/19/2001'","90","Ammonia+Ammonium",0.185,"mg/l",NA,NA,NA
"263","...165519","BROWARD","'07/19/2001'","28","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"264","...165536","BROWARD","'07/19/2001'","29","Ammonia+Ammonium",0.278,"mg/l",NA,NA,NA
"265","...165548","BROWARD","'07/19/2001'","20","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"266","...165560","BROWARD","'07/19/2001'","38","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"267","...165570","BROWARD","'07/19/2001'","23","Ammonia+Ammonium",0.357,"mg/l",NA,NA,NA
"268","...165579","BROWARD","'07/19/2001'","31","Ammonia+Ammonium",0.179,"mg/l",NA,NA,NA
"269","...165589","BROWARD","'07/19/2001'","39","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"270","...165596","BROWARD","'07/19/2001'","19","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"271","...165601","BROWARD","'07/19/2001'","22","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"272","...165628","BROWARD","'07/19/2001'","47","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"273","...165630","BROWARD","'07/19/2001'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"274","...165648","BROWARD","'07/19/2001'","21","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"275","...165652","BROWARD","'07/19/2001'","16","Ammonia+Ammonium",0.237,"mg/l",NA,NA,NA
"276","...165664","BROWARD","'07/19/2001'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"277","...165678","BROWARD","'07/19/2001'","15","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"278","...165693","BROWARD","'07/19/2001'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"279","...165696","BROWARD","'07/18/2001'","4","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"280","...165713","BROWARD","'07/18/2001'","14","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"281","...165726","BROWARD","'07/18/2001'","4","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"282","...165738","BROWARD","'07/18/2001'","13","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"283","...165746","BROWARD","'07/18/2001'","3","Ammonia+Ammonium",0.0961,"mg/l",NA,NA,NA
"284","...165753","BROWARD","'07/18/2001'","13","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"285","...165764","BROWARD","'07/18/2001'","89","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"286","...165775","BROWARD","'07/18/2001'","109","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"287","...165793","BROWARD","'07/18/2001'","12","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"288","...165799","BROWARD","'07/18/2001'","37","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"289","...165809","BROWARD","'07/18/2001'","2","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"290","...165821","BROWARD","'07/18/2001'","7","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"291","...165830","BROWARD","'07/18/2001'","36","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"292","...165848","BROWARD","'07/18/2001'","11","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"293","...165859","BROWARD","'07/18/2001'","6","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"294","...165870","BROWARD","'07/18/2001'","1","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"295","...165875","BROWARD","'07/18/2001'","35","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"296","...165886","BROWARD","'07/18/2001'","112","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"297","...165895","BROWARD","'07/18/2001'","110","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"298","...165912","BROWARD","'07/18/2001'","34","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"299","...165923","BROWARD","'07/18/2001'","111","Ammonia+Ammonium",0.0626,"mg/l",NA,NA,NA
"300","...165934","BROWARD","'07/18/2001'","10","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"301","...165939","BROWARD","'07/18/2001'","5","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"302","...165952","BROWARD","'07/18/2001'","33","Ammonia+Ammonium",0.0604,"mg/l",NA,NA,NA
"303","...165960","BROWARD","'07/18/2001'","33","Ammonia+Ammonium",0.0795,"mg/l",NA,NA,NA
"304","...165975","BROWARD","'07/18/2001'","49","Ammonia+Ammonium",0.586,"mg/l",NA,NA,NA
"305","...165981","BROWARD","'04/26/2001'","18","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"306","...165992","BROWARD","'04/26/2001'","38","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"307","...166004","BROWARD","'04/26/2001'","17","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"308","...166014","BROWARD","'04/26/2001'","24","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"309","...166029","BROWARD","'04/26/2001'","32","Ammonia+Ammonium",0.326,"mg/l",NA,NA,NA
"310","...166044","BROWARD","'04/26/2001'","32","Ammonia+Ammonium",0.354,"mg/l",NA,NA,NA
"311","...166053","BROWARD","'04/26/2001'","25","Ammonia+Ammonium",0.129,"mg/l",NA,NA,NA
"312","...166065","BROWARD","'04/26/2001'","29","Ammonia+Ammonium",0.427,"mg/l",NA,NA,NA
"313","...166074","BROWARD","'04/26/2001'","47","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"314","...166086","BROWARD","'04/26/2001'","39","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"315","...166096","BROWARD","'04/26/2001'","23","Ammonia+Ammonium",0.329,"mg/l",NA,NA,NA
"316","...166105","BROWARD","'04/26/2001'","90","Ammonia+Ammonium",0.195,"mg/l",NA,NA,NA
"317","...166115","BROWARD","'04/26/2001'","26","Ammonia+Ammonium",0.07,"mg/l",NA,NA,NA
"318","...166131","BROWARD","'04/26/2001'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"319","...166139","BROWARD","'04/26/2001'","27","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"320","...166152","BROWARD","'04/26/2001'","22","Ammonia+Ammonium",0.694,"mg/l",NA,NA,NA
"321","...166160","BROWARD","'04/26/2001'","20","Ammonia+Ammonium",0.093,"mg/l",NA,NA,NA
"322","...166170","BROWARD","'04/26/2001'","28","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"323","...166188","BROWARD","'04/26/2001'","21","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"324","...166193","BROWARD","'04/26/2001'","41","Ammonia+Ammonium",0.077,"mg/l",NA,NA,NA
"325","...166211","BROWARD","'04/26/2001'","41","Ammonia+Ammonium",0.073,"mg/l",NA,NA,NA
"326","...166219","BROWARD","'04/26/2001'","19","Ammonia+Ammonium",0.105,"mg/l",NA,NA,NA
"327","...166225","BROWARD","'04/26/2001'","31","Ammonia+Ammonium",0.124,"mg/l",NA,NA,NA
"328","...166241","BROWARD","'04/26/2001'","16","Ammonia+Ammonium",0.149,"mg/l",NA,NA,NA
"329","...166248","BROWARD","'04/26/2001'","15","Ammonia+Ammonium",0.093,"mg/l",NA,NA,NA
"330","...166256","BROWARD","'04/25/2001'","14","Ammonia+Ammonium",0.12,"mg/l",NA,NA,NA
"331","...166270","BROWARD","'04/25/2001'","13","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"332","...166279","BROWARD","'04/25/2001'","13","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"333","...166293","BROWARD","'04/25/2001'","89","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"334","...166299","BROWARD","'04/25/2001'","37","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"335","...166304","BROWARD","'04/25/2001'","12","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"336","...166327","BROWARD","'04/25/2001'","109","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"337","...166334","BROWARD","'04/25/2001'","11","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"338","...166345","BROWARD","'04/25/2001'","36","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"339","...166359","BROWARD","'04/25/2001'","7","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"340","...166369","BROWARD","'04/25/2001'","35","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"341","...166380","BROWARD","'04/25/2001'","110","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"342","...166389","BROWARD","'04/25/2001'","112","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"343","...166404","BROWARD","'04/25/2001'","34","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"344","...166414","BROWARD","'04/25/2001'","111","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"345","...166425","BROWARD","'04/25/2001'","4","Ammonia+Ammonium",0.254,"mg/l",NA,NA,NA
"346","...166440","BROWARD","'04/25/2001'","4","Ammonia+Ammonium",0.298,"mg/l",NA,NA,NA
"347","...166442","BROWARD","'04/25/2001'","33","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"348","...166454","BROWARD","'04/25/2001'","10","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"349","...166469","BROWARD","'04/25/2001'","33","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"350","...166475","BROWARD","'04/25/2001'","3","Ammonia+Ammonium",0.136,"mg/l",NA,NA,NA
"351","...166493","BROWARD","'04/25/2001'","49","Ammonia+Ammonium",0.062,"mg/l",NA,NA,NA
"352","...166497","BROWARD","'04/25/2001'","6","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"353","...166510","BROWARD","'04/25/2001'","2","Ammonia+Ammonium",0.135,"mg/l",NA,NA,NA
"354","...166528","BROWARD","'04/25/2001'","5","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"355","...166537","BROWARD","'04/25/2001'","1","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"356","...166547","BROWARD","'02/01/2001'","38","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"357","...166554","BROWARD","'02/01/2001'","47","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"358","...166571","BROWARD","'02/01/2001'","18","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"359","...166577","BROWARD","'02/01/2001'","31","Ammonia+Ammonium",0.176,"mg/l",NA,NA,NA
"360","...166588","BROWARD","'02/01/2001'","32","Ammonia+Ammonium",0.273,"mg/l",NA,NA,NA
"361","...166603","BROWARD","'02/01/2001'","17","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"362","...166610","BROWARD","'02/01/2001'","32","Ammonia+Ammonium",0.322,"mg/l",NA,NA,NA
"363","...166627","BROWARD","'02/01/2001'","16","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"364","...166638","BROWARD","'02/01/2001'","29","Ammonia+Ammonium",0.584,"mg/l",NA,NA,NA
"365","...166642","BROWARD","'02/01/2001'","28","Ammonia+Ammonium",0.247,"mg/l",NA,NA,NA
"366","...166655","BROWARD","'02/01/2001'","39","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"367","...166663","BROWARD","'02/01/2001'","23","Ammonia+Ammonium",0.239,"mg/l",NA,NA,NA
"368","...166680","BROWARD","'02/01/2001'","27","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"369","...166690","BROWARD","'02/01/2001'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"370","...166698","BROWARD","'02/01/2001'","22","Ammonia+Ammonium",0.654,"mg/l",NA,NA,NA
"371","...166711","BROWARD","'02/01/2001'","90","Ammonia+Ammonium",0.138,"mg/l",NA,NA,NA
"372","...166724","BROWARD","'02/01/2001'","26","Ammonia+Ammonium",0.068,"mg/l",NA,NA,NA
"373","...166736","BROWARD","'02/01/2001'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"374","...166741","BROWARD","'02/01/2001'","20","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"375","...166750","BROWARD","'02/01/2001'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"376","...166768","BROWARD","'02/01/2001'","25","Ammonia+Ammonium",0.141,"mg/l",NA,NA,NA
"377","...166778","BROWARD","'02/01/2001'","21","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"378","...166782","BROWARD","'02/01/2001'","19","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"379","...166797","BROWARD","'02/01/2001'","24","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"380","...166806","BROWARD","'02/01/2001'","15","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"381","...166818","BROWARD","'01/31/2001'","109","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"382","...166833","BROWARD","'01/31/2001'","89","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"383","...166836","BROWARD","'01/31/2001'","37","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"384","...166846","BROWARD","'01/31/2001'","36","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"385","...166858","BROWARD","'01/31/2001'","14","Ammonia+Ammonium",0.325,"mg/l",NA,NA,NA
"386","...166872","BROWARD","'01/31/2001'","7","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"387","...166886","BROWARD","'01/31/2001'","35","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"388","...166899","BROWARD","'01/31/2001'","13","Ammonia+Ammonium",0.274,"mg/l",NA,NA,NA
"389","...166906","BROWARD","'01/31/2001'","4","Ammonia+Ammonium",0.344,"mg/l",NA,NA,NA
"390","...166920","BROWARD","'01/31/2001'","4","Ammonia+Ammonium",0.452,"mg/l",NA,NA,NA
"391","...166928","BROWARD","'01/31/2001'","6","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"392","...166940","BROWARD","'01/31/2001'","13","Ammonia+Ammonium",0.246,"mg/l",NA,NA,NA
"393","...166948","BROWARD","'01/31/2001'","3","Ammonia+Ammonium",0.132,"mg/l",NA,NA,NA
"394","...166963","BROWARD","'01/31/2001'","12","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"395","...166971","BROWARD","'01/31/2001'","34","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"396","...166986","BROWARD","'01/31/2001'","11","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"397","...166995","BROWARD","'01/31/2001'","112","Ammonia+Ammonium",0.062,"mg/l",NA,NA,NA
"398","...167006","BROWARD","'01/31/2001'","33","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"399","...167013","BROWARD","'01/31/2001'","2","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"400","...167031","BROWARD","'01/31/2001'","33","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"401","...167033","BROWARD","'01/31/2001'","5","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"402","...167052","BROWARD","'01/31/2001'","111","Ammonia+Ammonium",0.068,"mg/l",NA,NA,NA
"403","...167056","BROWARD","'01/31/2001'","110","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"404","...167072","BROWARD","'01/31/2001'","10","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"405","...167082","BROWARD","'01/31/2001'","1","Ammonia+Ammonium",0.083,"mg/l",NA,NA,NA
"406","...167087","BROWARD","'01/31/2001'","49","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"407","...167103","BROWARD","'10/26/2000'","90","Ammonia+Ammonium",0.109,"mg/l",NA,NA,NA
"408","...167118","BROWARD","'10/26/2000'","47","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"409","...167124","BROWARD","'10/26/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"410","...167133","BROWARD","'10/26/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"411","...167152","BROWARD","'10/26/2000'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"412","...167155","BROWARD","'10/26/2000'","38","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"413","...167172","BROWARD","'10/26/2000'","24","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"414","...167179","BROWARD","'10/26/2000'","31","Ammonia+Ammonium",0.193,"mg/l",NA,NA,NA
"415","...167191","BROWARD","'10/26/2000'","39","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"416","...167206","BROWARD","'10/26/2000'","32","Ammonia+Ammonium",0.202,"mg/l",NA,NA,NA
"417","...167212","BROWARD","'10/26/2000'","32","Ammonia+Ammonium",0.195,"mg/l",NA,NA,NA
"418","...167228","BROWARD","'10/26/2000'","28","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"419","...167236","BROWARD","'10/26/2000'","27","Ammonia+Ammonium",0.109,"mg/l",NA,NA,NA
"420","...167246","BROWARD","'10/26/2000'","26","Ammonia+Ammonium",0.096,"mg/l",NA,NA,NA
"421","...167257","BROWARD","'10/26/2000'","25","Ammonia+Ammonium",0.086,"mg/l",NA,NA,NA
"422","...167273","BROWARD","'10/26/2000'","29","Ammonia+Ammonium",0.215,"mg/l",NA,NA,NA
"423","...167280","BROWARD","'10/26/2000'","23","Ammonia+Ammonium",0.621,"mg/l",NA,NA,NA
"424","...167291","BROWARD","'10/26/2000'","16","Ammonia+Ammonium",0.084,"mg/l",NA,NA,NA
"425","...167302","BROWARD","'10/26/2000'","15","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"426","...167311","BROWARD","'10/26/2000'","22","Ammonia+Ammonium",0.273,"mg/l",NA,NA,NA
"427","...167322","BROWARD","'10/26/2000'","21","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"428","...167333","BROWARD","'10/26/2000'","20","Ammonia+Ammonium",0.106,"mg/l",NA,NA,NA
"429","...167342","BROWARD","'10/26/2000'","19","Ammonia+Ammonium",0.084,"mg/l",NA,NA,NA
"430","...167351","BROWARD","'10/26/2000'","18","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"431","...167362","BROWARD","'10/26/2000'","17","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"432","...167369","BROWARD","'10/25/2000'","33","Ammonia+Ammonium",0.066,"mg/l",NA,NA,NA
"433","...167384","BROWARD","'10/25/2000'","33","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"434","...167396","BROWARD","'10/25/2000'","110","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"435","...167412","BROWARD","'10/25/2000'","109","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"436","...167420","BROWARD","'10/25/2000'","3","Ammonia+Ammonium",0.108,"mg/l",NA,NA,NA
"437","...167427","BROWARD","'10/25/2000'","2","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"438","...167434","BROWARD","'10/25/2000'","6","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"439","...167448","BROWARD","'10/25/2000'","5","Ammonia+Ammonium",0.072,"mg/l",NA,NA,NA
"440","...167464","BROWARD","'10/25/2000'","36","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"441","...167468","BROWARD","'10/25/2000'","35","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"442","...167487","BROWARD","'10/25/2000'","49","Ammonia+Ammonium",0.066,"mg/l",NA,NA,NA
"443","...167490","BROWARD","'10/25/2000'","10","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"444","...167509","BROWARD","'10/25/2000'","14","Ammonia+Ammonium",0.309,"mg/l",NA,NA,NA
"445","...167514","BROWARD","'10/25/2000'","14","Ammonia+Ammonium",0.304,"mg/l",NA,NA,NA
"446","...167531","BROWARD","'10/25/2000'","13","Ammonia+Ammonium",0.211,"mg/l",NA,NA,NA
"447","...167540","BROWARD","'10/25/2000'","12","Ammonia+Ammonium",0.114,"mg/l",NA,NA,NA
"448","...167543","BROWARD","'10/25/2000'","89","Ammonia+Ammonium",0.104,"mg/l",NA,NA,NA
"449","...167560","BROWARD","'10/25/2000'","1","Ammonia+Ammonium",0.101,"mg/l",NA,NA,NA
"450","...167573","BROWARD","'10/25/2000'","7","Ammonia+Ammonium",0.103,"mg/l",NA,NA,NA
"451","...167577","BROWARD","'10/25/2000'","34","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"452","...167595","BROWARD","'10/25/2000'","37","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"453","...167604","BROWARD","'10/25/2000'","11","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"454","...167614","BROWARD","'10/25/2000'","4","Ammonia+Ammonium",0.402,"mg/l",NA,NA,NA
"455","...167626","BROWARD","'10/25/2000'","4","Ammonia+Ammonium",0.407,"mg/l",NA,NA,NA
"456","...167630","BROWARD","'07/27/2000'","90","Ammonia+Ammonium",0.123,"mg/l",NA,NA,NA
"457","...167648","BROWARD","'07/27/2000'","47","Ammonia+Ammonium",0.076,"mg/l",NA,NA,NA
"458","...167657","BROWARD","'07/27/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"459","...167660","BROWARD","'07/27/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"460","...167673","BROWARD","'07/27/2000'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"461","...167692","BROWARD","'07/27/2000'","38","Ammonia+Ammonium",0.104,"mg/l",NA,NA,NA
"462","...167699","BROWARD","'07/27/2000'","24","Ammonia+Ammonium",0.147,"mg/l",NA,NA,NA
"463","...167713","BROWARD","'07/27/2000'","31","Ammonia+Ammonium",0.153,"mg/l",NA,NA,NA
"464","...167725","BROWARD","'07/27/2000'","49","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"465","...167729","BROWARD","'07/27/2000'","39","Ammonia+Ammonium",0.088,"mg/l",NA,NA,NA
"466","...167740","BROWARD","'07/27/2000'","32","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"467","...167756","BROWARD","'07/27/2000'","28","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"468","...167761","BROWARD","'07/27/2000'","27","Ammonia+Ammonium",0.215,"mg/l",NA,NA,NA
"469","...167776","BROWARD","'07/27/2000'","26","Ammonia+Ammonium",0.141,"mg/l",NA,NA,NA
"470","...167782","BROWARD","'07/27/2000'","25","Ammonia+Ammonium",0.151,"mg/l",NA,NA,NA
"471","...167802","BROWARD","'07/27/2000'","29","Ammonia+Ammonium",0.292,"mg/l",NA,NA,NA
"472","...167811","BROWARD","'07/27/2000'","23","Ammonia+Ammonium",0.182,"mg/l",NA,NA,NA
"473","...167814","BROWARD","'07/27/2000'","16","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"474","...167818","BROWARD","'07/27/2000'","16","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"475","...167840","BROWARD","'07/27/2000'","15","Ammonia+Ammonium",0.112,"mg/l",NA,NA,NA
"476","...167853","BROWARD","'07/27/2000'","22","Ammonia+Ammonium",0.257,"mg/l",NA,NA,NA
"477","...167864","BROWARD","'07/27/2000'","21","Ammonia+Ammonium",0.125,"mg/l",NA,NA,NA
"478","...167873","BROWARD","'07/27/2000'","20","Ammonia+Ammonium",0.117,"mg/l",NA,NA,NA
"479","...167881","BROWARD","'07/27/2000'","19","Ammonia+Ammonium",0.111,"mg/l",NA,NA,NA
"480","...167894","BROWARD","'07/27/2000'","18","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"481","...167904","BROWARD","'07/27/2000'","17","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"482","...167915","BROWARD","'07/26/2000'","33","Ammonia+Ammonium",0.187,"mg/l",NA,NA,NA
"483","...167922","BROWARD","'07/26/2000'","33","Ammonia+Ammonium",0.167,"mg/l",NA,NA,NA
"484","...167937","BROWARD","'07/26/2000'","110","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"485","...167955","BROWARD","'07/26/2000'","109","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"486","...167958","BROWARD","'07/26/2000'","3","Ammonia+Ammonium",0.328,"mg/l",NA,NA,NA
"487","...167977","BROWARD","'07/26/2000'","2","Ammonia+Ammonium",0.279,"mg/l",NA,NA,NA
"488","...167985","BROWARD","'07/26/2000'","6","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"489","...168000","BROWARD","'07/26/2000'","5","Ammonia+Ammonium",0.148,"mg/l",NA,NA,NA
"490","...168003","BROWARD","'07/26/2000'","36","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"491","...168020","BROWARD","'07/26/2000'","35","Ammonia+Ammonium",0.073,"mg/l",NA,NA,NA
"492","...168033","BROWARD","'07/26/2000'","10","Ammonia+Ammonium",0.11,"mg/l",NA,NA,NA
"493","...168042","BROWARD","'07/26/2000'","14","Ammonia+Ammonium",0.137,"mg/l",NA,NA,NA
"494","...168060","BROWARD","'07/26/2000'","13","Ammonia+Ammonium",0.103,"mg/l",NA,NA,NA
"495","...168066","BROWARD","'07/26/2000'","13","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"496","...168071","BROWARD","'07/26/2000'","12","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"497","...168081","BROWARD","'07/26/2000'","89","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"498","...168092","BROWARD","'07/26/2000'","1","Ammonia+Ammonium",0.237,"mg/l",NA,NA,NA
"499","...168112","BROWARD","'07/26/2000'","7","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"500","...168114","BROWARD","'07/26/2000'","7","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"501","...168123","BROWARD","'07/26/2000'","34","Ammonia+Ammonium",0.085,"mg/l",NA,NA,NA
"502","...168136","BROWARD","'07/26/2000'","37","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"503","...168149","BROWARD","'07/26/2000'","11","Ammonia+Ammonium",0.118,"mg/l",NA,NA,NA
"504","...168162","BROWARD","'07/26/2000'","4","Ammonia+Ammonium",0.208,"mg/l",NA,NA,NA
"505","...168172","BROWARD","'04/27/2000'","90","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"506","...168184","BROWARD","'04/27/2000'","47","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"507","...168192","BROWARD","'04/27/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"508","...168207","BROWARD","'04/27/2000'","41","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"509","...168216","BROWARD","'04/27/2000'","40","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"510","...168224","BROWARD","'04/27/2000'","38","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"511","...168238","BROWARD","'04/27/2000'","49","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
"512","...168253","BROWARD","'04/27/2000'","39","Ammonia+Ammonium",NA,"mg/l",NA,NA,NA
